"ID_Vaca","Grupo","Estatus","DIM","Leche_AM","Leche_Total","Leche_Anterior","Variacion","CCS","Casos_Mastitis","Ultimo_Tratamiento","Proxima_Revision","Ultimo_Evento_Vet","Toro","Cant_Insem","Fecha_Insem","Dias_Faltan","IEP","Servicios","Categoria","Estatus_Repro","Conteo_Mastitis","Año","Mes","Ubicacion"
"3513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"83%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"3478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"93%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recría",NA,NA,2025,"Julio","7PULILI"
